emp_no,first_name,last_name,title,from_date,to_date
228268,Subir,Milicia,Senior Engineer,12/18/2000,1/1/9999
228269,Aluzio,Varman,Senior Staff,8/7/1995,1/1/9999
228269,Aluzio,Varman,Staff,8/6/1988,8/7/1995
228276,Nigel,Furudate,Senior Staff,10/8/1999,1/1/9999
228276,Nigel,Furudate,Staff,10/8/1990,10/8/1999
228278,Sungwon,Douceur,Senior Staff,1/6/1999,1/1/9999
228282,Filipp,Rijsenbrij,Staff,3/22/1998,1/25/2002
228283,Nadjib,Hedayat,Engineer,2/12/1992,2/11/1997
228283,Nadjib,Hedayat,Senior Engineer,2/11/1997,1/1/9999
228284,Along,Ressouche,Engineer,9/13/1988,9/13/1997
228284,Along,Ressouche,Senior Engineer,9/13/1997,1/1/9999
228285,Weiwu,Pollock,Assistant Engineer,4/20/1988,4/21/1995
228285,Weiwu,Pollock,Engineer,4/21/1995,4/21/2002
228285,Weiwu,Pollock,Senior Engineer,4/21/2002,1/1/9999
228290,Rasikan,Rousseau,Senior Staff,10/17/1995,8/21/1998
228304,Boguslaw,Sifakis,Engineer,5/26/1990,5/26/1999
228304,Boguslaw,Sifakis,Senior Engineer,5/26/1999,1/1/9999
228307,Munir,Belinskaya,Senior Staff,12/27/1990,1/1/9999
228307,Munir,Belinskaya,Staff,12/27/1985,12/27/1990
228311,Spyrose,Koyama,Staff,7/28/1999,1/1/9999
228314,Dinkar,Pezzoli,Engineer,4/26/1999,1/1/9999
228319,Tremaine,Quittner,Staff,12/17/1998,1/1/9999
228320,Wonhee,Murrill,Senior Staff,3/12/2000,1/1/9999
228320,Wonhee,Murrill,Staff,3/13/1991,3/12/2000
228331,Wilmer,Poehlman,Engineer,1/14/1986,1/14/1994
228331,Wilmer,Poehlman,Senior Engineer,1/14/1994,1/1/9999
228337,Yechezkel,Jeansoulin,Staff,5/18/1998,1/1/9999
228340,Alair,Streit,Senior Engineer,2/20/1992,1/1/9999
228341,Aral,Leivant,Engineer,9/26/1998,1/1/9999
228346,Cordelia,Nastansky,Staff,6/8/1999,1/1/9999
228357,Sarita,Brookner,Engineer,4/14/1985,4/14/1993
228357,Sarita,Brookner,Senior Engineer,4/14/1993,1/1/9999
228358,Goetz,Molenaar,Senior Engineer,6/3/1985,1/1/9999
228366,Mantis,Zhang,Senior Staff,11/19/1999,1/1/9999
228366,Mantis,Zhang,Staff,11/19/1993,11/19/1999
228367,Ohad,Strehl,Senior Staff,4/28/1987,11/25/1997
228368,Mario,Remmers,Engineer,10/21/1986,10/21/1991
228368,Mario,Remmers,Senior Engineer,10/21/1991,1/1/9999
228371,Bernd,Barbanera,Staff,11/15/1998,1/1/9999
228374,Shahaf,McClurg,Senior Staff,4/6/1993,1/1/9999
228374,Shahaf,McClurg,Staff,4/7/1987,4/6/1993
228381,Hilari,Schnabel,Engineer,6/9/1989,6/9/1995
228381,Hilari,Schnabel,Senior Engineer,6/9/1995,1/1/9999
228383,Gonzalo,Streit,Senior Engineer,10/31/1997,1/1/9999
228386,Khatoun,Maquelin,Staff,9/22/1998,10/28/2000
228387,Abdulla,Anido,Senior Staff,5/2/1997,1/1/9999
228387,Abdulla,Anido,Staff,5/2/1989,5/2/1997
228396,Katsuo,Murthy,Senior Staff,12/21/1997,1/1/9999
228396,Katsuo,Murthy,Staff,12/22/1991,12/21/1997
228401,Eldridge,Axelband,Technique Leader,9/7/1991,1/1/9999
228405,Hyuncheol,Szmurlo,Engineer,10/19/1986,8/12/1990
228411,Khaled,Hofstetter,Senior Staff,8/29/1999,1/1/9999
228411,Khaled,Hofstetter,Staff,8/28/1992,8/29/1999
228413,Flemming,Takanami,Engineer,4/18/1992,4/19/1999
228413,Flemming,Takanami,Senior Engineer,4/19/1999,1/1/9999
228414,Tadahiko,Birke,Engineer,2/19/1991,2/18/1997
228414,Tadahiko,Birke,Senior Engineer,2/18/1997,1/1/9999
228417,Martial,Biran,Engineer,8/29/1991,8/28/1997
228417,Martial,Biran,Senior Engineer,8/28/1997,1/1/9999
228420,Xinglin,Millington,Engineer,12/6/1989,12/6/1998
228420,Xinglin,Millington,Senior Engineer,12/6/1998,1/1/9999
228421,Spyrose,Weedman,Senior Staff,9/5/1996,7/12/1998
228426,Nimmagadda,Cappelletti,Technique Leader,9/24/1986,10/7/1989
228427,Fumitaka,Rothenberg,Engineer,2/18/1992,2/18/2000
228427,Fumitaka,Rothenberg,Senior Engineer,2/18/2000,1/1/9999
228429,Atreye,Emmerich,Engineer,10/15/1994,10/15/1999
228429,Atreye,Emmerich,Senior Engineer,10/15/1999,1/1/9999
228430,Zhiguo,Koshino,Engineer,7/11/1992,7/12/1999
228430,Zhiguo,Koshino,Senior Engineer,7/12/1999,1/1/9999
228436,Vugranam,Baja,Senior Engineer,11/12/1986,1/1/9999
228444,Diederik,Gilg,Staff,6/5/1995,6/25/1997
228449,Pascal,Kushnir,Staff,9/29/1996,1/1/9999
228450,Dhritiman,Serdy,Senior Staff,8/2/1994,1/1/9999
228454,Hideo,Varman,Engineer,6/17/1989,6/17/1995
228454,Hideo,Varman,Senior Engineer,6/17/1995,1/1/9999
228456,Zengping,Deville,Technique Leader,6/26/1991,1/1/9999
228459,Yannik,Iivonen,Engineer,3/10/1996,1/1/9999
228467,Jeong,Bressoud,Senior Staff,1/11/2001,1/1/9999
228467,Jeong,Bressoud,Staff,1/11/1994,1/11/2001
228472,Chirstian,Magalhaes,Engineer,2/1/1990,2/1/1998
228472,Chirstian,Magalhaes,Senior Engineer,2/1/1998,1/1/9999
228473,Sailaja,Kroon,Technique Leader,11/4/1994,1/1/9999
228476,Yuuichi,Mapelli,Senior Staff,11/8/1999,1/1/9999
228476,Yuuichi,Mapelli,Staff,11/7/1992,11/8/1999
228478,Xiaocheng,Kulisch,Engineer,8/19/1991,12/5/1991
228480,Marc,Gornas,Senior Staff,3/23/1995,1/1/9999
228480,Marc,Gornas,Staff,3/23/1987,3/23/1995
228482,Doowon,Velasco,Senior Engineer,9/27/1991,4/7/1994
228484,Leah,Gubsky,Engineer,7/7/1990,7/7/1998
228484,Leah,Gubsky,Senior Engineer,7/7/1998,1/1/9999
228490,Elliott,Fargier,Senior Staff,3/12/2000,1/1/9999
228490,Elliott,Fargier,Staff,3/13/1995,3/12/2000
228496,Mats,Cronau,Assistant Engineer,6/11/1998,4/5/2000
228500,Martial,Fontet,Senior Staff,4/29/1990,1/1/9999
228500,Martial,Fontet,Staff,4/29/1985,4/29/1990
228504,Jagoda,Gronowski,Senior Staff,12/29/1992,1/1/9999
228506,Xudong,Khalid,Technique Leader,1/24/1999,1/1/9999
228507,Zine,VanScheik,Engineer,11/5/1992,11/5/1997
228507,Zine,VanScheik,Senior Engineer,11/5/1997,1/1/9999
228517,Huei,Leaver,Staff,12/24/1998,1/1/9999
228518,Arch,Emmart,Senior Staff,1/13/1996,1/1/9999
228518,Arch,Emmart,Staff,1/13/1990,1/13/1996
228519,Lihong,Porotnikoff,Engineer,7/21/1989,7/21/1997
228519,Lihong,Porotnikoff,Senior Engineer,7/21/1997,1/1/9999
228524,Erzsebet,Androutsos,Engineer,6/7/1993,6/7/2002
228524,Erzsebet,Androutsos,Senior Engineer,6/7/2002,1/1/9999
228526,Katsuyuki,Zucker,Engineer,5/24/1990,5/23/1996
228526,Katsuyuki,Zucker,Senior Engineer,5/23/1996,1/1/9999
228530,Hugo,Nations,Senior Engineer,11/10/1994,1/1/9999
228537,Nahla,Rohrbach,Engineer,12/25/1995,1/1/9999
228540,Parke,Brookner,Senior Staff,5/31/2001,1/1/9999
228540,Parke,Brookner,Staff,5/31/1996,5/31/2001
228542,Mack,Quadeer,Staff,6/24/1999,1/1/9999
228543,Val,Uchoa,Senior Engineer,12/4/1999,1/1/9999
228544,Halsur,Legleitner,Senior Staff,2/21/1995,1/1/9999
228544,Halsur,Legleitner,Staff,2/21/1988,2/21/1995
228546,Matk,Chiodo,Senior Staff,8/25/1997,1/1/9999
228546,Matk,Chiodo,Staff,8/25/1988,8/25/1997
228548,Khosrow,Mundy,Staff,4/19/1986,1/7/1991
228553,Zhenhua,Haumacher,Senior Engineer,12/8/1995,12/14/2000
228556,Remko,Sridhar,Engineer,4/7/1990,4/7/1995
228556,Remko,Sridhar,Senior Engineer,4/7/1995,1/1/9999
228557,Sanjay,Griswold,Senior Staff,6/10/1999,1/1/9999
228557,Sanjay,Griswold,Staff,6/9/1992,6/10/1999
228563,Paloma,Baer,Senior Engineer,3/6/1986,1/1/9999
228564,Mohammad,Yoshimura,Senior Staff,7/31/1992,1/1/9999
228564,Mohammad,Yoshimura,Staff,8/1/1986,7/31/1992
228566,Troy,Porotnikoff,Senior Staff,6/12/1994,1/1/9999
228573,Danai,Pesch,Senior Staff,6/20/2002,1/1/9999
228573,Danai,Pesch,Staff,6/20/1996,6/20/2002
228574,Gao,Farrow,Senior Staff,3/6/2000,1/1/9999
228574,Gao,Farrow,Staff,3/7/1995,3/6/2000
228576,Owen,Motley,Senior Staff,3/29/1999,1/1/9999
228576,Owen,Motley,Staff,3/29/1993,3/29/1999
228578,JoAnne,Talmon,Engineer,10/16/1985,10/16/1990
228578,JoAnne,Talmon,Senior Engineer,10/16/1990,1/1/9999
228586,Thodoros,Bodoff,Engineer,7/27/1991,7/26/1996
228586,Thodoros,Bodoff,Senior Engineer,7/26/1996,1/1/9999
228587,Katsuo,Basagni,Senior Staff,11/28/1999,1/1/9999
228591,Tristan,Petereit,Senior Staff,1/22/1996,1/1/9999
228591,Tristan,Petereit,Staff,1/22/1988,1/22/1996
228599,Iara,Neiman,Engineer,4/23/1991,4/23/1999
228599,Iara,Neiman,Senior Engineer,4/23/1999,1/1/9999
228602,Domenick,Gihr,Staff,6/2/1999,1/1/9999
228606,Shahaf,Griswold,Senior Staff,1/10/1991,1/1/9999
228610,Tomokazu,Llado,Senior Engineer,3/12/1992,1/1/9999
228613,Chandrasekaran,Passino,Senior Staff,10/5/1999,1/1/9999
228613,Chandrasekaran,Passino,Staff,10/5/1993,10/5/1999
228617,Siddarth,Hockney,Engineer,3/22/1991,3/21/1997
228617,Siddarth,Hockney,Senior Engineer,3/21/1997,1/1/9999
228620,Abdelghani,Shackel,Technique Leader,5/18/1996,8/19/1997
228623,Arnould,Showalter,Senior Engineer,8/30/1986,6/22/1988
228624,Zhongwei,Murtafg,Staff,8/24/1996,1/1/9999
228626,Sverrir,Ginesta,Engineer,5/4/1993,5/4/2001
228626,Sverrir,Ginesta,Senior Engineer,5/4/2001,1/1/9999
228636,Paloma,Munck,Engineer,12/5/1987,12/4/1993
228636,Paloma,Munck,Senior Engineer,12/4/1993,1/1/9999
228642,Jeanna,Shrader,Senior Staff,3/15/1998,1/1/9999
228645,Jouko,Cappelletti,Senior Staff,2/13/1997,12/1/1997
228645,Jouko,Cappelletti,Staff,2/14/1992,2/13/1997
228647,Sangeeta,Pramanik,Senior Engineer,6/22/1996,1/1/9999
228649,Xiaoqiu,Erni,Staff,9/29/1994,2/6/2002
228653,Yifei,Highland,Engineer,10/9/1991,10/8/1996
228653,Yifei,Highland,Senior Engineer,10/8/1996,1/1/9999
228654,Sudharsan,Chachaty,Senior Staff,1/13/2000,1/1/9999
228654,Sudharsan,Chachaty,Staff,1/13/1995,1/13/2000
228655,Jiong,Blokdijk,Senior Staff,5/5/2002,1/1/9999
228655,Jiong,Blokdijk,Staff,5/5/1996,5/5/2002
228658,Eldridge,Strooper,Assistant Engineer,4/15/1993,4/15/2000
228658,Eldridge,Strooper,Engineer,4/15/2000,1/1/9999
228660,Charmane,Zaiane,Engineer,8/28/1990,8/28/1999
228660,Charmane,Zaiane,Senior Engineer,8/28/1999,1/1/9999
228663,Kersti,Gist,Senior Staff,1/7/2002,1/1/9999
228663,Kersti,Gist,Staff,1/7/1994,1/7/2002
228666,Franziska,Conde,Engineer,12/12/1997,1/1/9999
228668,Achilleas,Chappelet,Engineer,1/4/2000,1/1/9999
228669,Morris,Peyn,Senior Staff,4/26/1993,7/24/2002
228669,Morris,Peyn,Staff,4/27/1987,4/26/1993
228672,Goetz,Pulkowski,Senior Staff,12/17/1993,1/1/9999
228672,Goetz,Pulkowski,Staff,12/17/1986,12/17/1993
228679,Stepehn,Potthoff,Senior Staff,3/31/1999,1/1/9999
228679,Stepehn,Potthoff,Staff,3/30/1992,3/31/1999
228680,Yinghua,Ozeri,Engineer,7/15/1989,7/15/1995
228680,Yinghua,Ozeri,Senior Engineer,7/15/1995,1/1/9999
228681,Kersti,Murthy,Engineer,4/22/1991,10/17/1996
228683,Girolamo,Coombs,Senior Staff,8/18/1993,1/1/9999
228683,Girolamo,Coombs,Staff,8/18/1988,8/18/1993
228685,Peer,Zolotykh,Senior Staff,3/4/2002,1/1/9999
228685,Peer,Zolotykh,Staff,3/4/1995,3/4/2002
228686,Teunis,Wendorf,Senior Engineer,9/22/1998,1/1/9999
228690,Constantine,DuBourdieux,Assistant Engineer,8/3/1994,5/1/1999
228691,Ortrud,Paciorek,Engineer,5/31/1985,5/31/1991
228691,Ortrud,Paciorek,Senior Engineer,5/31/1991,1/1/9999
228693,Hideo,Kakkad,Engineer,2/19/1995,2/19/2000
228693,Hideo,Kakkad,Senior Engineer,2/19/2000,1/1/9999
228711,Udo,Velardi,Senior Staff,8/15/1992,3/20/1999
228711,Udo,Velardi,Staff,8/15/1985,8/15/1992
228716,Sukumar,Rajcani,Senior Engineer,3/14/1999,1/1/9999
228719,Chandrasekaran,Makrucki,Technique Leader,2/12/1991,1/1/9999
228723,Garnik,Paludetto,Senior Staff,7/26/1999,1/1/9999
228725,Edwin,Navazio,Senior Engineer,2/12/1988,1/1/9999
228730,Yonghong,Babu,Senior Engineer,5/28/1989,1/1/9999
228741,Marsja,Zielinski,Senior Staff,3/7/1997,1/1/9999
228743,Lech,Heemskerk,Senior Staff,3/24/2000,1/1/9999
228743,Lech,Heemskerk,Staff,3/25/1991,3/24/2000
228745,Masami,Broder,Staff,8/30/1998,1/1/9999
228748,Ottavia,Otillio,Engineer,5/11/1990,5/11/1997
228748,Ottavia,Otillio,Senior Engineer,5/11/1997,1/1/9999
228749,Toshimi,Sabnani,Senior Staff,3/28/1999,1/1/9999
228749,Toshimi,Sabnani,Staff,3/28/1994,3/28/1999
228750,Shin,Constantine,Engineer,7/11/1993,12/10/1997
228752,Aruna,Straney,Senior Engineer,5/4/1997,1/1/9999
228755,Kazuhira,Angot,Engineer,1/10/1986,1/10/1995
228755,Kazuhira,Angot,Senior Engineer,1/10/1995,1/1/9999
228757,Kazuhiko,Lanteri,Engineer,4/10/1991,4/10/1998
228757,Kazuhiko,Lanteri,Senior Engineer,4/10/1998,1/1/9999
228758,Aksel,Thummel,Engineer,8/26/1990,8/25/1996
228758,Aksel,Thummel,Senior Engineer,8/25/1996,1/1/9999
228759,Jianhua,Menhardt,Senior Staff,12/18/1990,1/1/9999
228767,Hairong,Ohori,Senior Staff,1/18/2002,1/1/9999
228767,Hairong,Ohori,Staff,1/18/1994,1/18/2002
228772,Hsiangchu,Selvestrel,Staff,5/30/1995,8/27/1996
228774,Xinan,Klyachko,Engineer,2/5/1989,2/5/1995
228774,Xinan,Klyachko,Senior Engineer,2/5/1995,1/1/9999
228775,Shahab,Vilarrasa,Senior Engineer,2/9/1999,1/1/9999
228778,Yoshinari,Rettelbach,Senior Staff,8/31/1995,1/1/9999
228778,Yoshinari,Rettelbach,Staff,8/30/1988,8/31/1995
228782,Ugo,Schonegge,Senior Staff,1/29/2001,1/1/9999
228782,Ugo,Schonegge,Staff,1/30/1992,1/29/2001
228783,Menkae,Marwedel,Senior Staff,2/27/1991,1/1/9999
228790,Djenana,Felder,Engineer,6/27/1986,6/27/1995
228790,Djenana,Felder,Senior Engineer,6/27/1995,1/1/9999
228791,Fumitaka,Uchoa,Staff,7/16/1994,2/16/1995
228794,Souichi,Coney,Senior Staff,4/14/1998,9/8/1999
228795,Kendra,Ladret,Staff,11/3/1997,1/1/9999
228799,Jongsuk,Uludag,Staff,11/27/1998,1/1/9999
228800,Serge,Portugali,Engineer,4/17/1994,1/1/9999
228802,Yannis,Koshiba,Engineer,8/23/1990,8/23/1997
228802,Yannis,Koshiba,Senior Engineer,8/23/1997,1/1/9999
228804,Zdislav,Iisaku,Engineer,9/7/1999,1/1/9999
228806,TRUE,Pettey,Engineer,9/30/1994,9/29/2000
228806,TRUE,Pettey,Senior Engineer,9/29/2000,1/1/9999
228807,Poornachandra,Shanbhogue,Senior Staff,9/3/2001,1/1/9999
228807,Poornachandra,Shanbhogue,Staff,9/3/1992,9/3/2001
228809,Emdad,Fritzsche,Staff,10/17/1997,1/1/9999
228810,Lein,Picel,Engineer,3/9/1996,2/4/2001
228815,Serenella,Marletta,Engineer,3/4/1999,1/1/9999
228817,Feipei,Panwar,Assistant Engineer,12/22/1993,11/2/2001
228821,Shigeu,Denna,Senior Staff,12/12/1998,1/1/9999
228821,Shigeu,Denna,Staff,12/12/1989,12/12/1998
228823,Mayuko,Gimbel,Engineer,5/11/1999,1/1/9999
228824,Shan,Schnelling,Engineer,6/14/1995,6/13/2000
228824,Shan,Schnelling,Senior Engineer,6/13/2000,1/1/9999
228828,Jaques,Kaltofen,Assistant Engineer,2/7/1994,2/7/2000
228828,Jaques,Kaltofen,Engineer,2/7/2000,1/1/9999
228829,Guiseppe,Lagarias,Engineer,9/2/1992,9/2/2000
228829,Guiseppe,Lagarias,Senior Engineer,9/2/2000,1/1/9999
228834,Murthy,Panienski,Engineer,3/22/1991,3/21/2000
228834,Murthy,Panienski,Senior Engineer,3/21/2000,1/1/9999
228840,Leandro,Peris,Senior Staff,3/25/1996,1/1/9999
228846,Kerryn,Fiutem,Senior Engineer,1/18/1992,1/1/9999
228849,Zongyan,Cmelik,Senior Staff,11/2/1999,1/1/9999
228849,Zongyan,Cmelik,Staff,11/2/1990,11/2/1999
228853,Mayumi,Basawa,Engineer,11/4/1999,1/1/9999
228855,Jiann,Christianini,Senior Staff,7/25/2001,1/1/9999
228855,Jiann,Christianini,Staff,7/25/1994,7/25/2001
228857,Christoper,Marzano,Technique Leader,12/26/1985,1/11/1986
228858,Barton,Emmerich,Senior Engineer,11/27/1990,1/1/9999
228861,KayLiang,Siksek,Senior Staff,4/19/1997,1/1/9999
228861,KayLiang,Siksek,Staff,4/19/1988,4/19/1997
228862,Soenke,Braunschweig,Engineer,12/3/1992,12/3/2001
228862,Soenke,Braunschweig,Senior Engineer,12/3/2001,1/1/9999
228868,Nikolaos,Giarratana,Engineer,6/22/1991,6/21/1997
228868,Nikolaos,Giarratana,Senior Engineer,6/21/1997,10/12/1998
228879,Suzette,Oskamp,Engineer,3/25/1991,6/23/1995
228880,Bartek,Aloia,Senior Staff,2/13/2001,1/1/9999
228880,Bartek,Aloia,Staff,2/14/1995,2/13/2001
228881,Jeong,Gaughan,Senior Engineer,12/13/1988,6/25/2000
228884,Berni,Ushiama,Engineer,7/22/1989,7/22/1994
228884,Berni,Ushiama,Senior Engineer,7/22/1994,1/1/9999
228889,Mircea,Frolund,Engineer,5/18/1986,5/17/1992
228889,Mircea,Frolund,Senior Engineer,5/17/1992,1/1/9999
228891,Jeanna,Munawer,Staff,3/27/1999,2/23/2002
228895,Ugo,Fontan,Staff,7/9/1999,1/1/9999
228902,Toong,Piazza,Engineer,2/28/1986,2/28/1991
228902,Toong,Piazza,Senior Engineer,2/28/1991,3/21/1991
228903,Chriss,Thiria,Staff,10/25/1999,1/1/9999
228909,Kirk,Murrill,Senior Staff,11/16/1997,1/1/9999
228909,Kirk,Murrill,Staff,11/16/1992,11/16/1997
228912,Sariel,Janetzko,Senior Staff,7/7/2002,1/1/9999
228912,Sariel,Janetzko,Staff,7/7/1996,7/7/2002
228921,Basant,Ginesta,Engineer,9/1/1991,5/13/1999
228927,Parviz,Usdin,Engineer,3/8/1996,1/1/9999
228928,Yahiko,Panwar,Senior Staff,9/22/1996,1/1/9999
228928,Yahiko,Panwar,Staff,9/23/1987,9/22/1996
228929,Pascal,Borovoy,Engineer,10/15/1988,10/15/1993
228929,Pascal,Borovoy,Senior Engineer,10/15/1993,1/1/9999
228935,Zsolt,Biros,Engineer,12/24/1996,9/26/1998
228941,Weiru,Stemann,Senior Engineer,12/28/1991,1/1/9999
228942,Jacqueline,Valtorta,Senior Engineer,4/27/1999,1/1/9999
228943,Alejandro,Gien,Senior Staff,4/26/1999,1/1/9999
228943,Alejandro,Gien,Staff,4/26/1993,4/26/1999
228944,Tzu,Hmelo,Engineer,10/24/1987,10/23/1992
228944,Tzu,Hmelo,Senior Engineer,10/23/1992,1/1/9999
228952,Chiradeep,Quadeer,Senior Staff,7/18/1996,1/1/9999
228952,Chiradeep,Quadeer,Staff,7/19/1990,7/18/1996
228954,Elgin,Hooghiemstra,Engineer,9/30/1993,9/30/1999
228954,Elgin,Hooghiemstra,Senior Engineer,9/30/1999,1/16/2002
228959,Stabislas,Morrey,Senior Engineer,6/25/1997,1/1/9999
228960,Eberhardt,Halevi,Staff,2/4/1999,1/1/9999
228961,Xiaoshan,Poupard,Senior Engineer,10/15/1996,1/1/9999
228967,Mario,Rodiger,Staff,3/14/1999,1/1/9999
228972,Amalendu,Heiserman,Engineer,7/18/1985,7/18/1994
228972,Amalendu,Heiserman,Senior Engineer,7/18/1994,1/1/9999
228973,Cheong,Nations,Assistant Engineer,10/21/1985,10/21/1993
228973,Cheong,Nations,Engineer,10/21/1993,10/21/2001
228973,Cheong,Nations,Senior Engineer,10/21/2001,1/1/9999
228975,Reinhard,Kobara,Engineer,4/29/1998,1/1/9999
228976,Selwyn,Kuhnemann,Engineer,4/1/1996,5/9/2000
228980,Shichao,Eugenio,Staff,4/30/1998,1/1/9999
228982,Alagu,Ramsak,Senior Staff,4/3/1990,1/1/9999
228982,Alagu,Ramsak,Staff,4/3/1985,4/3/1990
228990,Arup,Reeken,Engineer,10/10/1991,10/9/2000
228990,Arup,Reeken,Senior Engineer,10/9/2000,1/1/9999
228991,Hairong,Conde,Senior Engineer,7/12/1998,1/1/9999
228993,Kristine,Marrevee,Engineer,11/25/1988,11/25/1996
228993,Kristine,Marrevee,Senior Engineer,11/25/1996,1/1/9999
228997,Leah,Whitcomb,Engineer,11/11/1992,11/12/1999
228997,Leah,Whitcomb,Senior Engineer,11/12/1999,1/1/9999
228999,Fen,Birsak,Engineer,8/13/1997,1/1/9999
229002,Claudi,Ananiadou,Engineer,6/21/1998,1/1/9999
229003,Shuzo,Poulakidas,Senior Staff,7/3/2001,1/1/9999
229003,Shuzo,Poulakidas,Staff,7/3/1993,7/3/2001
229009,Nathalie,Toyoshima,Engineer,11/21/1995,12/11/1996
229018,Jeanna,Jullig,Senior Staff,9/1/1988,11/17/1996
229019,Kerryn,Sambasivam,Senior Staff,7/30/1997,1/1/9999
229019,Kerryn,Sambasivam,Staff,7/30/1989,7/30/1997
229023,Xuejun,Giaccio,Engineer,6/27/1993,6/27/2002
229023,Xuejun,Giaccio,Senior Engineer,6/27/2002,1/1/9999
229024,Holgard,Rajaraman,Senior Staff,1/29/1993,1/1/9999
229024,Holgard,Rajaraman,Staff,1/30/1987,1/29/1993
229027,Insup,Koshino,Senior Staff,5/26/1990,12/14/1992
229028,Rasiah,Whittlesey,Engineer,9/4/1998,1/1/9999
229032,Udo,Busillo,Engineer,3/27/1989,3/27/1997
229032,Udo,Busillo,Senior Engineer,3/27/1997,1/1/9999
229044,Theron,Cappello,Staff,11/5/1998,1/1/9999
229046,Fabrizio,Denti,Senior Staff,10/18/1997,1/1/9999
229046,Fabrizio,Denti,Staff,10/18/1988,10/18/1997
229049,Alois,Denis,Assistant Engineer,7/24/1985,7/24/1992
229049,Alois,Denis,Engineer,7/24/1992,7/25/1999
229049,Alois,Denis,Senior Engineer,7/25/1999,1/1/9999
229051,Malu,Casperson,Engineer,1/21/1990,9/2/1992
229055,Erez,Valette,Engineer,8/4/1992,8/4/2001
229055,Erez,Valette,Senior Engineer,8/4/2001,1/1/9999
229058,Barry,Zykh,Senior Staff,1/6/2001,1/1/9999
229058,Barry,Zykh,Staff,1/6/1993,1/6/2001
229061,Chinhyun,Lorho,Senior Staff,2/12/2000,1/1/9999
229061,Chinhyun,Lorho,Staff,2/12/1994,2/12/2000
229064,Shigeu,Syang,Senior Engineer,5/4/1996,1/1/9999
229069,Lucian,Crelier,Engineer,10/27/1987,10/27/1995
229069,Lucian,Crelier,Senior Engineer,10/27/1995,1/1/9999
229070,Takushi,Cairo,Assistant Engineer,7/29/1993,7/29/1999
229070,Takushi,Cairo,Engineer,7/29/1999,1/1/9999
229072,Evgueni,Serot,Engineer,12/27/1993,1/1/9999
229073,Ute,Kolvik,Technique Leader,2/26/1997,1/1/9999
229080,Jiafu,Basart,Engineer,7/15/1999,1/1/9999
229088,Kasidit,Servieres,Engineer,1/11/1992,1/11/2000
229088,Kasidit,Servieres,Senior Engineer,1/11/2000,1/1/9999
229092,Fumiya,Morrin,Assistant Engineer,7/10/1992,7/10/1998
229092,Fumiya,Morrin,Engineer,7/10/1998,1/1/9999
229093,Lunjin,Lanteri,Technique Leader,6/12/1994,1/1/9999
229097,Kellyn,Merel,Senior Staff,6/4/1992,5/4/1995
229101,Jianwen,Menyhert,Senior Staff,3/23/1991,1/1/9999
229102,Serge,Hiyoshi,Staff,7/7/1997,1/1/9999
229111,Satoru,Schiper,Senior Engineer,10/20/1989,1/1/9999
229118,Yucel,Ranft,Senior Engineer,2/4/1985,12/10/1995
229121,Remzi,Shanbhogue,Engineer,9/27/1997,1/1/9999
229122,Masasuke,Lichtner,Senior Staff,9/22/1988,1/1/9999
229123,Uriel,Serna,Staff,4/29/1996,1/1/9999
229124,Phule,Gien,Staff,11/7/1994,9/2/1995
229126,Leszek,Kolvik,Senior Staff,5/4/1998,1/1/9999
229126,Leszek,Kolvik,Staff,5/4/1991,5/4/1998
229129,Subhankar,Gerteisen,Assistant Engineer,6/21/1993,6/21/2000
229129,Subhankar,Gerteisen,Engineer,6/21/2000,1/1/9999
229133,Geoffry,Jenevein,Senior Staff,1/24/1995,1/1/9999
229135,Jasminko,Duclos,Senior Staff,8/29/1994,1/1/9999
229135,Jasminko,Duclos,Staff,8/29/1989,8/29/1994
229137,Susanta,Prenel,Technique Leader,5/28/1986,1/1/9999
229138,Vitali,Schiettecatte,Senior Engineer,11/26/1990,1/1/9999
229146,Koichi,Flasterstein,Engineer,7/15/1990,7/15/1997
229146,Koichi,Flasterstein,Senior Engineer,7/15/1997,1/1/9999
229147,Eberhardt,Birke,Senior Staff,8/29/1996,1/1/9999
229147,Eberhardt,Birke,Staff,8/29/1988,8/29/1996
229149,Chanjung,Bashian,Senior Staff,10/8/1998,1/1/9999
229149,Chanjung,Bashian,Staff,10/8/1989,10/8/1998
229150,Piyawadee,Munos,Senior Staff,4/25/1999,1/1/9999
229150,Piyawadee,Munos,Staff,4/25/1993,4/25/1999
229151,Bowen,Stroustrup,Senior Engineer,12/26/1995,12/29/1998
229155,Gino,Glowinski,Staff,1/23/1999,1/1/9999
229163,Susuma,Wroclawski,Senior Staff,3/11/1993,1/1/9999
229164,Lena,Papastamatiou,Senior Engineer,9/22/1989,1/1/9999
229165,Shooichi,Pleszkun,Senior Staff,2/18/1996,1/1/9999
229165,Shooichi,Pleszkun,Staff,2/18/1990,2/18/1996
229170,Xuedong,Savasere,Senior Engineer,10/13/1995,1/1/9999
229173,Jayesh,Farrel,Staff,7/27/1998,5/6/2000
229175,Ekawit,Trelles,Senior Staff,12/2/1999,1/1/9999
229175,Ekawit,Trelles,Staff,12/1/1992,12/2/1999
229180,Miquel,Magliocco,Staff,9/28/1996,1/1/9999
229182,Georg,Bail,Technique Leader,4/5/1988,1/1/9999
229186,Flemming,Tibblin,Engineer,7/3/1990,9/24/1992
229189,Aron,Bojadziev,Engineer,4/6/1998,1/1/9999
